Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
2126,B004ET9OIW,A32J92S7GY8JG0,TwinMommy,1,1,5,1325808000,We LOVE these,"I purchased these for our 10 month old twins a while back and they absolutely loved them. They are now 13 months and still love them. They prefer them over the HappyMelts, even though they like those as well. Below is my pro/cons list:<br /><br />Pros:<br />Both babies love them<br />They are overall healthy, have less sodium, etc than other products of the same type of snack<br />A lot of munchies in each container<br />Great price on Amazon with Subscribe & Save<br /><br />Cons:<br />They are messy as they easily crumble and there are a lot of tiny crumbles in the bottom of the container<br />This particular flavor is sort of flavorless to me, however, my twins seem to disagree with my taste buds"
2127,B004ET9OIW,A219WUOP4BNUX1,C. Jones,1,1,5,1310947200,Healthy snack,"I am a mom of 3 kids. With my older two I had such a hard time finding a snack for them that didn't have so much sodium! When my 3rd came along, HappyFamily introduced HappyMunchies. I was so thankful to find a snack low in sodium and with a vegetable too! And to top it off, it is organic so I know it is free of pesticide residue and GMOs!"
2128,B004ET9OIW,A4P3BAGC9HE3H,Tania Gonzalez,1,1,5,1306972800,Super healthy and Baby loves them,Baby loves to feed herself and these are a great on the go option. We have tried other brands (Gerber) but this is her favorite by far and I don't feel bad giving them to her as I know that they are high quality. Hubby tries to steal a few away here and there as well :)
2129,B004ET9OIW,A23HXI6HOU5VVP,cscopa,0,0,5,1340064000,"good taste, baby love it","I've bought them many times. Good quality and good taste, baby love it, and I love it too. Reccommend it."
2130,B004ET9OIW,A5993LK5CYHAA,"Alice M ""Alice M""",0,0,2,1339113600,My son does not like it...,"I bought this because it's organic cheese puff. My son love Gerber cheese Lil' Crunchies. I thought he may like this too. I subscribe it once a month. Now there is 4 cans not open. The idea of mixing cheese and carrot is great, but there is no taste for this cheese snack. There is no cheese flavor in the puff. My son opened the can and keeps giving the puff to me. My son love Happybaby's yogurt melts, beef stew, happy baby banana beet blueberry and Spinach, Mango and Pear. This cheese puff does not work for him."
2131,B004ET9OIW,A35KXVK3WDFDNL,Lori Palmer,0,0,5,1331510400,"Great in a pinch...portable, healthy","While I worry that I am teaching my baby to be a snacker, these are perfect for the in-between times for my 1 year old grazer. The label tells me that they are a healthier choice for my baby than the typical grocery store aisle alternative. I like to keep these in the car and diaper bag for helping to calm my little one while waiting for meal, etc. I don't think they taste awesome, but he sure eats them like they are going to disappear. That makes me happy!"
2132,B004ET9OIW,A338MM7JNN7Y1,"T. Lane ""luvnbirth""",0,0,5,1328745600,Yummy healthy snack we love,"We love these. The cheddar carrot flavor is far better than the green flavor. My daughter, age 2, likes them both, but because we snack on them in the car I opt for the cheddar carrot which is tasty to me too. I love that they are healthy and I can feel great about giving her these instead of some brightly colored mystery things. Love em"
2133,B004ET9OIW,A18EXBM5U6KSQB,Organic Mama,0,0,5,1327363200,Yummy!,"My two boys love the Happy Munchies Cheddar Cheese/Carrot. They request them as their snack as they watch their ""show"" on t.v. I love that they are low in sodium, includes 25mg of choline per serving (which is great for their eyes)and tastes great. Also, they are Kosher certified which is a plus as well. I love to put these in baggies and keep them in my purse for emergency snacks on the go. Healthy, crunchy and a must buy."
2134,B004ET9OIW,A2DWOZIWZ4R43S,vincentsmom,0,0,4,1317340800,"Tastes good, lots of crumbs","My 1 year old son does really like these- andthey certainly taste better than some of the other finger food snacks.  The only issue is there are lots of crumbs in the can they come in, so it gets messy if you want to dump them into a baggie for on the go."
2135,B004ET9OIW,A1XZBZUY80ZIGP,Sara M.Lee,0,0,5,1314144000,Fantastic,These are a great alternative to chips.  I wasn't sure how they would be based on other reviews but I am glad I bought them and wish I would of found them sooner.  I have twin 18 month olds and they can't get enough of them.  I like them too!
2136,B004ET9OIW,A3PHDG7F14VQYC,C. Berlett,0,0,5,1312761600,my son LOVES these,"My son is only 9mo, so he can't say it yet, but he LOVES these.  He gets excited when I even take them out of the pantry!! I like the fact that they are organic and also have carrots."
2137,B004ET9OIW,A17O707NDMA132,peanut,0,0,5,1311897600,great snacks,My son loves them and I can give them to him knowing they melt in his mouth so won't choke and they are good for him too.
2138,B004ET9OIW,AHYECMJGIGU4S,Rehta,1,2,3,1314316800,Crush very easily (dust everywhere!) and they don't taste as good as Gerber,"The title of my review says it all (as long as it didn't get cut off). These have a lot more air in them than the Gerber Little Crunchies. These crush extremely easily and get dust/crumbs all over the place. Also, they do not taste nearly as good as the Gerber Little Crunchies. They might be better for you, and I like that it has a hint of veggies in it, but my 17 month old isn't very happy with them. She'll snack on them if that's her only option and she's really hungry, but she definitely will not choose them. We first got these several months ago and she's had the same reaction to them every time since then."
2139,B004ET9OIW,A3796OXSA7XVN3,gege,0,2,5,1323561600,Why I received only one?,"Happybaby Happymunchies Baked Organic Cheese and Veggie Snack, Cheddar Cheese/Carrot, 1.63 Ounces (Pack Of 6)<br /><br />Hello, this is six items should be installed, but I only received a, I with amazon contact but nobody reason I, please verify as soon as possible, give me reissue, thank you!!!!"
2140,B001HTG9VW,AXJ1QYBUL86ON,"HarpswellWoman ""HarpswellWoman""",2,2,5,1291075200,Very tasty - just the right amount of salt and fresh flavor!,"I purchased this at my local health food store and I am enjoying it immensely.  The juice has a nice, robust texture, and it is not overly salty. The flavor is amazingly fresh and refreshing.<br />I combine it with Odwalla flash-pasteurized 100% carrot juice for a well-above-average vegetable juice that is a good energy-booster and makes for a great alternative to orange juice or other sweet juices.<br />Enjoy!"
2141,B002BB7EWI,A3QOK68RA24N9M,Elizabeth,2,2,5,1280275200,"Great invention, tasty, healthy","We love these baby food things in a little pouch. Sooooo much easier to feed to a baby or toddler on the go. Our son loves sucking the fruit out and we are pleased that it is both organic and healthy with nothing added - just fruit. For smaller ones, not good to let them handle it themselves, because they love to squeeze it, which gets things everywhere. But older ones can feed to themselves. I like the 3.17 size rather than the bigger one that Plum Organics has for some of the other flavors. It assures that he will eat all or most of it in one sitting rather than having to save some for later. You can also take this size on airplanes without having to have it tested for explosives - not the case with the bigger pouches. I also like that it is BPA free. If your little one likes them, ordering in bulk and with subscribe and save makes them much cheaper than at the store."
2142,B002BB7EWI,A18OJ0ERS7S2J1,Smart Shopper,1,1,3,1304121600,Not impressed,"I really wanted my kids to love it: these are very convenient on the go and should be delicious... or so it seemed. Unfortunately, none of the kids cared for it -- it tastes like stage 1 baby food (very bland) and is very runny too, so it can get quite messy if you squeeze a little too hard or if the child drops it."
2143,B002BB7EWI,A1KSP4V0KK06UW,S. Lee,1,1,5,1289865600,Tasty and convenient!,"I discovered these when my daughter was about 15 months old. I wish I had found them earlier. They are organic, taste great, are easy for toddlers to handle and very convenient! I always keep some in my purse and in the car when we're out and about. They are not messy, unless of course they decide to squeeze the pouch, which only happens for us when she's not hungry.<br /><br />The Plum Organics line also includes some varieties with fruits and vegetables mixed together. They taste surprisingly good and are one way to get my picky eater to eat some veggies. You can find some varieties at reasonable prices on Amazon, others are more expensive for some reason. Babies R Us has had a sale every other month or so where you can get them for $1 each if you buy them in sets of 8. That is usually when I stock up for the next two months. :)"
2144,B002BB7EWI,A1QEV11J83426K,Mila Dovgopol,1,1,5,1282608000,Great idea! Yummy product!,"My daughter will start school this fall and i was concerned about lunches and fruit-to-go choices. We've bought several different fruit pouches at a local organic store and she and I loved these the most. It it not overly sweet (and a strawberry variation as well), tastes really good. She can easily eat 2 of these every day.<br />I really like the fact that it has no sugar and color added + it is organic. Just fruit puree.<br /><br />I, personally, don't like banana variation, but it's just because of my own personal preferences (i like fresh bananas more than cooked), other than that, my daughter approved all of flavors to 10 stars."
2145,B002BB7EWI,A2ESMRG6O3LC2E,kelley,0,0,5,1321401600,Plum is the best!,"Plum products are such a wonderful and yummy idea for the toddler, heck even the adult from time to time. I keep a full stock of every flavor fruit pouch Plum makes for toddlers. They make a great snack to throw in the diaper bag or back pack, whether you are packing a for a trip to the store, school lunches or going to Disneyland! These pouches have saved the day many many times. I have even grabbed one or two to add to my lunch when no other fruit was available for me, and it was really good! I have and will always recommend Plum to every parent I know!"
2146,B002BB7EWI,A2FKL0HK0AYGZK,S. Wan,0,0,5,1309219200,Love it,I love Plum organic pouch.  Got this one on sale.  My baby and toddler LOVE this so much.  My 3 years old always ask me for more.
2147,B002BB7EWI,A37DS9ZGOIFADQ,Alina,0,0,5,1302825600,Great for traveling or throwing in your diaper bag,My son loves these and they are great to throw in your diaper bag or take with on trips.  A lot of time I can't find fresh fruit while we are out and about that my son (he is 1) can eat.  These are great because it is actual fruit and he can eat it straight from the pouch.  Just make sure you help them the first couple of times or else you might have a bit of a mess.
2148,B002BB7EWI,A2ALTJ3ERGRZBM,Kari Sell,0,0,5,1300147200,Would buy again,"Have had other brands like this before, and have always enjoyed them.  These were a really good bargain on sale."
2149,B002BB7EWI,A1PGMTRXUFCK2F,SCMomma,0,0,5,1300147200,Yum-Yum MishMash,My 8 month old loves this & has no problem holding it & sucking the food out.  This is great for on the go!
2150,B002BB7EWI,A2TBDYGX87O08L,slinky41,0,0,5,1298937600,what an awesome idea!,this makes feeding on the go so easy! my one-year-old will suck down a pouch in 5 minutes and she loves them!
2151,B002BB7EWI,AQAE1BZM6GQ2I,BarRhettThom,0,0,5,1298851200,YUMMY and my son loves them!,"I bought this for my 15 month old son who has become a very picky eater as of late.  I wanted a fun and easy way to make sure he gets his fruit and veggie servings each day.  This does the trick!  He loves them and he can feed himself.  What more can I say?  (Oh, I actually tried one, and they really are good!)"
2152,B002BB7EWI,A2Q5XBEY1EE6F6,Lollipopbrat,0,0,5,1298073600,"Great for adults, too!","I tried this product because it was a ""Friday Special"" and it caught my eye it being 100% fruit and 100% organic.  I don't have any children, but this looked interesting to try because I've been trying to eat healthier and sometimes it's hard to get my recommended amount of fruit servings a day.  I buy fruit but it always seems to go bad before I can eat it all.  I bought the banana mish mash also, and really like it, too.  I like to add it to my oatmeal, or spread it on top of my peanut butter toast, or just by itself!  To clarify the ingredients- it has 3 different fruits, not just peach and not just banana.  Obviously, I'm ok with this...just wanted to throw that out there.  There are multiple things I love about this product.  Here goes.. and not in any particular order...<br />1) Easy to open, convenient, resealable pouch<br />2) It tastes great!<br />3) All natural, 100% fruit...no nasty preservatives or chemicals<br />4) 100% organic<br />5) Great for everyone, not just babies.<br />6) The price is good compared with other similar products, and I love the free shipping!"
2153,B002BB7EWI,A2CU3J5TSL9M5M,M. Johnson,0,0,5,1297296000,Great tasting Plum Tot,Not as tasty as the strawberry but still very nice. Great to throw in a diaper bag or purse. Spendy but definitely a good deal when it's on sale.
2154,B002BB7EWI,A2R9FU4HOE1QN7,Gary Forbis,0,0,5,1295913600,My 7 month old daughter and 18month old twin niece and nephew love these,These are awesome and if you know where to find the discount codes they can be super inexpensive.  I love the all natural ingrediants and I actually find them to taste great.  I actually put a little in my older kids oatmeal and they love it too.  I make 90% of my daughters baby food but this great for on the go or as a supplement.<br /><br />My twin niece and nephew who are 18 months old love these as a snack and my sister says they are so great for car rides or trips to the museum.  I highly recommend these over any other baby food product.
2155,B002BB7EWI,A389ZIW141LE50,lcg,0,0,5,1285545600,great product/brilliant packaging!,"this is perfect for babies and toddlers on the go! we started using the baby version when my daughter was an infant--it is so easy to throw a pouch and a baby spoon into the diaper bag. now that my daughter is older, she is able to feed herself with the pouch. just give your toddler the pouch and they will squeeze/suck the fruit out of it. not only is the packaging great, but the fruit tastes good as well (and yes, I have tasted everything that I feed my daughter). my daughter loves this--her whole face lights up when I hand her a pouch."
2156,B002BB7EWI,A17RAWV3NKL27C,PharmD,0,1,3,1295308800,Glorified baby food,"I know these are super trendy right now, and I totally wanted to love this product (or, to be more exact, I wanted my toddler to love this product). He took one taste, handed it back to me, and said, ""Why you gave me baby food, mom?"" I tasted it, and he is right. It tastes just like jarred baby food. Same consistency (not any thicker), too. If your kid likes the packaging, great. If your kid doesn't, then it is just really, really expensive baby food. I'm going to give the rest to my baby, as the toddler is not the least bit interested."
2157,B004K6781Y,A2YVSM9R9P9SPE,Taylor,2,2,5,1312156800,Miam-Miam!!,"Well, maybe I'm the first one to review this wonderful treat, but I know I'm not the first one having tried them! This treat is so safe, healthy, and yummy! In my native language, Miam-Miam is for Yum-Yum!<br />There you go. Not too sweet, yet not lacking sweetness. You can't taste one ingredient above the other one (OK, besides the coconut, since it's mostly made of it), it's so good.<br /><br />This is a raw food product that has been dehydrated at low temps, it's really nice to give to our kids. (We have 7 of them, and they love it). Of course it's a bit more expensive than your average treats/candies, but hey, who wants to complain?<br /><br />Do you want crappy candies with dyes, chemicals and cooked (so basically poison), or you want to give REAL FOOD for yourself and your kids?<br /><br />I bet if people learn to do/prepare these treats and give that to their kids, school would be less filled with Asperger Syndromes, ADD, ADHD kids etc....<br /><br />This is a treat that you won't regret having spent money on it, unless of course... you are so used to the chemical loaded-pesticide-herbicide-overly cooked-High Fructose Corn Syrup-dyed candy, then it's not for you.<br /><br />Keep your money instead, you'll need it for the bills you'll have when you go to the numerous Docs that can't help you and your kids. Sorry....:("
2158,B004K6781Y,A2XXCSM9TULOV1,Kat,0,0,1,1342396800,goji cacao & maca yuck,This flavor is awful! We absolutely love all the other flavors but goji cacao & maca is really difficult to get down. I give all the other flavors 5 stars!
2159,B004K6781Y,ANK76360Q8YU2,shortandsweet,0,0,5,1319846400,These are amazing.,"Delicious and nutritious! We live for coconut and nut treats since we don't eat grains. When I want to splurge, I pick up a bag of these from Whole Foods or my local indie health store. They average around $10 here unless they're on sale. :) I'd looove to be able to buy these in bulk. YUM YUM!"
2160,B000N5XCPM,A2H1JEGK2YBTSZ,C. Ivy,13,13,1,1200787200,Half-empty cans and greasy inconsistent ingredients,"We have been feeding this to our dogs for over a year.  Over the past few months, we have had a problem with the cases of Grammy's Pot Pie cans.  Some cans were full of chunks of fat and a thick lard-like gravy with no veggies, and some cases were fine with chicken and veggies,etc. What happened to truth in labeling?  We also had the problem with the cans being only half-full sometimes. Our dogs were getting bad diarhea from the fat in the food so we had to stop giving them Merrick.<br />  They need to start testing their food again.  It used to be great.  Look at the old reviews from last year and before."
2161,B000N5XCPM,A32JCNDXDPFXZM,"Suzanne E. Leonetti ""dog enthusiast""",8,8,3,1191974400,unfilled cans,"I've been feeding this wet food to my dogs for 3 years, and as my husband has said ""if you through it in a crock pot and served it to me for dinner i would have no idea it was dog food."" But i am a little upset with the fact that the cans aren't full. In this last case some were even only half full. I have 4 dogs and this stuff isn't cheap."
2162,B000N5XCPM,A2VO7BD7JU7OMY,Stephanie T. Muraca,5,5,1,1301875200,Please Think Twice...,"Please think twice about purchasing this product, especially if you have a small-breed dog. I was lured by the cute, gimmicky labeling and sold by the ingredient list, but I twice fed Merrick canned food to both of my dogs, and BOTH times, BOTH dogs were diagnosed with pancreatitis -- an illness which is dangerous,  extremely painful to the animal, and which requires hospitalization. I'm not sure if the fat content in those particular cans was high, or if Merrick uses an ingredient/additive that somehow sickened both of my (unrelated) dogs, but this food made them very ill. After their second hospitalization for pancreatitis, I spoke with other folks who had stopped feeding Merrick to their small-breed dogs for the same reason -- the food caused vomiting, diarrhea, and lethargy in their pets."
2163,B000N5XCPM,A380XZXDJJHIJ5,Alex Vrenios,3,3,5,1153958400,Great,I am just passing along the 5-star rating from our three Miniature Schnauzers. This stuff is a big hit at our house. We give them each an easy to digest kibble that's good for them and put a tablespoon of Pot Pie on top. No more turned up noses now - they wolf it all down. Be sure to mix it up real good before serving.
2164,B000N5XCPM,A1LPIWKM3RHPJI,"Javapie3 ""Javapie3""",2,2,5,1326412800,My dog love this!,"I just switched from Merrick Whole Earth brand pate style to this upgraded line by Merrick and my dog loves it!  This a great for dogs that like ""human"" food."
2165,B000N5XCPM,A3NGLRNUFTTKTD,L. E. Thomas,2,2,5,1135728000,We Love Grammy's!,"We adopted an 8-year-old Dalmatian earlier this year, and heard lots of cautionary tales about special diet. But we couldn't pass up trying a can of this dog food--sadly, just because of the name. Well, she loves it! So now it's her special occasion food. We mix half a can with a cup of dry, 2X/day, with no nasty side effects. She also likes Wingaling and the Napa Valley offerings from this company. It's high in protein and works for us!"
2166,B000N5XCPM,A1BDBT140CCAP8,LC,1,1,5,1335139200,my rat terriers love this stuff,"so happy we found this online for a reasonable price.  my two dogs love this stuff and it doesn't upset their stomachs.  Plus I love that it's not made in china or something.  when you look at the food, it looks pretty close to people food. You can see real chunks of chicken and veggies.  I don't want to give my dogs any manufactured stuff but also don't have the time to make our own dog food."
2167,B000N5XCPM,A29U9JOS54XZCH,"OORAH Semper Fi ""Devil Dog""",2,3,5,1191283200,MORE THAN A DOZEN STARS,I give Merrick canned food as a treat and mix it to my dog's dry kibble (and the cat even gets a taste) every now and then.  The Chicken Pot Pie smells better than any human chicken pot pie I can remember.
2168,B000N5XCPM,A1YG7OEM8LT435,Pufferino,0,0,4,1347926400,Gets my picky dog eating...,"My dog thinks he was born into the gentry and is entitled to fine dining each evening.  Accordingly, he will not eat plain kibble.  A scoop of this on his dry food, a little water to make gravy and we're good to go.  Ordering a case from Amazon was way easier than picking up individual cans at the pet store, too.  All in all, a success for us."
2169,B000N5XCPM,A1B222RZ54ET1D,Tobucus,0,0,5,1286582400,More Grammy Pot Pie Please!!,"I switched to Merrick dog food several years ago (2007) when all the dog food seemed to be tainted with the rat poison - specificlly Aminopterin - and was getting worse by the day.<br /><br />My dog is my life and I would have been devastated to know I had fed her something that would have caused the suffering and anguished death and illness that many of these pets had been forced to endure. So, I started to look around and found it appalling that there was such little oversight in pet food manufacture and control regarding ingredients and labelling. I knew that it was NOT natural for dogs who had been carnivores for thousands of years to be eating all this processed ""scrap"" and bonemeal - no matter how the companies tried to ""re-label"" it. I also though, knew how critical it was for animals to get critical micro-nutrients in appropriately balanced levels and it could be equally devastating for someone uneducated in animal nutrition to think that they could just 'home-cook' meals which could leave gaping holes in these essential minerals, vitamins and micro-nutrients; not to mention the ratios of fats, oils, proteins that the animals need. So, I was searching for a company I could TRUST!<br /><br />I found Merrick and have not turned back! We have never been happier and use both Grammy Pot Pie Kibble as well as some of these canned dog food cans - though since 'we' are a small dog we use the ""smaller"" sized cans (cat food sized 5.5oz) The cans are ironically enough - filled with ingredients that you can read and UNDERSTAND. You can also go to their website and find out what any ingredient that may sound 'foreign' really is and why they used it - I found out they were almost always a natural ingredient that is an alternative to a processed chemical. I also found it comforting that particularly with the canned food I could open it and RECOGNIZE ingredients like a potato looking like a suprise, POTATO! Or a pea, carrot, etc. My dog LOVES this merrick food and has never been healthier! Our vet constantly comments on her blood work levels coming back at ""perfect levels"" and she is almost 9. Her coat is really healthy and probably what is noticed by most pet owners and yet not the most 'pleasant' aspect to discuss, is that she has almost NO gas (I don't give her much if any people food either) but when she is given other brands she can be really hard to sit near on ocassion :) . I think the phrase you get out what you put in applies here as well... I will not switch from Merrick food - ever! My only regret is that I did not start feeding my little four-legged one Merrick sooner!"
2170,B000N5XCPM,A39RNHD5F2CLXU,D. Stein,0,0,1,1230163200,Was surprised with the layer of fat on top of contents.,"I had heard this was wonderful canned food, so I tried it for my very fussy schnauzer. I was first surprised to see a layer of fat on the top when I opened the can....I scraped that off and added a couple spoonfuls to her dry....and she sniffed it and walked away. She does seem to like the Merrick BG dry food. I chose the buffalo flavor and my girl says this is a winner."
2171,B000N5XCPM,A2MRM3W966ORCC,Shirl,1,2,3,1342483200,My Dog Loves This Food,"My little Lhasa Apso mix was diagnosed with diabetes a couple of months ago, so I found Merrick's Grammy's Pot Pie to be low glycemic, and decided to try it. He loves this food! It has chunks of potatoes, carrots, and peas, not to mention chicken and apples. The only downside about ordering it from Amazon is the delivery method. The day the food was delivered, a van pulled up in front of my house and left the 5 cases of food I had ordered outside of my chain link fence next to the mailbox. Needless to say, someone could have taken it if I hadn't seen the delivery woman drop it off. I'm also disabled, and if it hadn't been for my next-door neighbor being outside at the time, I couldn't have gotten the cases of food into my house without her help. Many of the cans were also extremely dented. Delivering items this way is not acceptable. I would have given this review 5 stars if it hadn't been for the delivery."
2172,B000N5XCPM,A12RRBIGR2Y9GR,jane guttman,1,2,1,1330128000,CAUTION/DENTED CANS,"I have a special needs pet and searched for the right food.  Since Amazon has been a five star resource I chose to have Pot Pie shipped. Many of the cans are dented.  So I have to toss them or return. This is a big hassle but would not ever feed a dented can to my beloved boy.  Best to purchase at the pet store, evidently."
2173,B000N5XCPM,AY1ZLFLOD3F3X,RumRunner,1,2,5,1180310400,Grammy's Pot Pie for Dogs - Dogs Love It!,This canned food has real chunks of chicken in it.  Dogs love it.  Looks and smells better than human-quality canned beef stew (like Dinty Moore).
2174,B004HOSHU0,A3MH1RD8BXQKK3,"P Mabe ""P Mabe""",1,2,4,1346112000,100 Calories BUT...,"Watch out for the fat-- 9g of fat per 17g serving.<br /><br />I guess I knew that nuts have high fat but somehow I was stuck on the ""100 Calories...""<br />The flavor of these is delicious.  The wasabi flavor has a hint of smokiness.<br /><br />(From the packaging)<br />INGREDIENTS: ALMONDS, VEGETABLE OIL (CANOLA, SAFFLOWER AND/OR SUNFLOWER), SUGAR, MODIFIED CORN STARCH, SALT, SOY SAUCE (SOYBEAN, WHEAT, SALT) HORSERADISH, ONION, SPICE, FRACTIONATED COCONUT OIL AND/OR PALM KERNEL OIL, GARLIC, MALTODEXTRIN, YEAST ESTRACT, NATURAL FLAVOR, CITRICT ACID, DISODIUM GUANYLATE AND DISODIUM INOSINATE<br />FROM CALIFORNIA<br />Serving Size-- 17g (one bag)<br />Calories 100  ...Fat Cal 80<br />Total Fat 9g ... sat. fat 0.5<br />Sodium 70mg<br />Potassium 110mg<br />Total carb 3g<br />Dietary fiber 2g<br />Sugars 1g<br />Protein 3g<br />Calcium 4%  ... Iron 4% ... Vitamin E 20% ... Magnesium 10%"
2175,B000LKTDNE,ALSYGPNMPPQ9U,Mythknight,1,2,5,1316044800,Great tea.,Now let me start by saying I did not buy this tea as a diet supplement. I bought this because I tried it from a local store as I was looking for a tea that had some peppermint in it but not so much it was over-powering like a full peppermint tea. This has just the right amount of peppermint combined with a green tea. Overall it is a pleasant taste that I could drink all day.
2176,B002SW7ZOW,ABZZS9PEI350E,"Nell from Maryland ""jenellew""",2,2,4,1294099200,Tastes very good!!!,This tea is very good.  I discovered it while visiting in California. The moment I got home I searched local stores for it and I was not able to find it.  Finally I decided to see if Amazon had it and they did and I bought two boxes.  As long as they make it I will buy it.
2177,B002SW7ZOW,A1RPCL4E65WA4Y,April,2,2,5,1284681600,Wu-yi is,"The tea tastes great and helped me curb cravings during dieting. The tea was inexpensive and came packaged in a pretty box. The bags are flimsy, but I just throw the bag in a tea ball with no worries. I will continue to keep this on hand as part of my tea collection."
2178,B002SW7ZOW,A2CIIHVCG2FXSP,"YLuvAmazon ""YLuvAmazon""",2,2,4,1268265600,Fine Quality Tea!,I love this TEA. It has a very smooth taste and not bitter like other kind of tea. I do agree that the string seems to come apart easily but I can live with that. No big deal! The quality of TEA makes up for that.
2179,B002SW7ZOW,A3H15E995IH56,"Susan Fliss ""Soapmaker""",4,5,4,1274745600,Found at the dollar store,"I found this exact same stuff at the dollar store.  It is pretty good.  Not as good or as strong as my loose whole leaf tea, but for the price it can't be beat. Bags are never as good as loose leaf.  I use it if I want one quick cup.  I steep my loose leaf tea 2-3 times, so I have to have time to drink 2-3 cups.  I gave this 4 stars because it is a good deal for the money purchased from the dollar store. If I make myself a mug, and because it is cheap, I use 2 bags.  I would have been disappointed if I had paid the original price on here for it though."
2180,B002SW7ZOW,A19ZAMNNIBACDA,E. Smith,1,1,2,1320105600,Not the same tea...,I ordered through source in the past and cancelled my membership due to the excessive charges every month. I was happy to look on amazon and find that I could purchase for much cheaper and use my prime account. This tea IS NOT THE SAME AS THE ONE THAT CAME IN THE BLACK BOX..The orignal tea is brown and this tea is green...the pamphlet is the same inside as the other and the fragile tea bags are the same but the tea is different. This one comes packaged much preetier but it does not taste the same. I have lost 20 pounds in the last 2 months by drinking this tea in the morning and only water throughout the day that is my only diet change. I used the other tea for a month and half and this new tea for 3 weeks now.. I dont want to stop taking the tea just is in case it is the contributor to my weight loss. The next order I will try the other tea that you have to pay for shipping on. I hope I can find this orginal stuff because this is not it.
2181,B002SW7ZOW,A30YYMAI6NXWKM,Thomas O.,1,1,5,1299456000,"Nice flavor, great value!","Not much else to say... I keep a box in my desk here at work, and I can enjoy a cup anytime!  Nice flavor, and no bitterness, so I can drink it straight without sugar!<br /><br />Pros:  Flavor and value.<br /><br />Cons:  It can't do my taxes for me... that's really about all I can think of.  lol"
2182,B002SW7ZOW,ABGKH1T5ASBWW,Cat lover,1,1,4,1290729600,Great oolong for the price,"I got tired of overpaying for tea at Teavana so decided to try this brand of Oolong tea and was pleasantly surprised. It has a wonderful flavor and like the previous reviewer, I just put the bag in a tea ball to compensate for the poor quality of the bags. You just can't beat the value of this tea!"
2183,B002SW7ZOW,A2KGJNZN8DI5C1,Savanna M. Ferreira,0,0,5,1322179200,love this tea!,"this is a high quality oolong tea and i can't go back to bigelow, that's for sure! the taste is great, it is said to have slimming benefits, and the tea bags are a higher quality that don't come apart easily."
2184,B002SW7ZOW,A1JXEOR4N9RYQS,J. W. Peek,0,0,5,1321920000,quality tea,I got two bags from my friend who got it from his friend who said it was primo. So I chucked them in a zip-lock when I got home. 3 mos. later I opened it and had some today. I am online trying to find more.
2185,B002SW7ZOW,A1LSDWC1TFJACI,cocomoo,0,0,3,1311033600,...eh,"so far, nothing extremely impressive. the taste to be honest isn't anything special (i've had MUCH better) and for the price you get what you pay for. a bit annoyed that the string is super cheap and always falls off but it came nicely packaged and arrived MUCH faster than i expected (by like 5 days) so i suppose that's a plus. all in all, if you're looking for something extravagant, keep looking. as for the 'benefits', haven't really noticed anything new... but i'll keep drinking for a couple weeks and see how that goes, then update my review... till then, yeah maybe i should i invested in something else (but since it was barely any money i guess i didn't do too bad).."
2186,B002SW7ZOW,A25F57YK2GN6ST,Emme,3,6,2,1266537600,Tea is okay... teabag isn't.,"Just got my teabags today, and the first bag I made tea with... the part of the teabag where the string is connected to the bag tore across the bag after seeping.  The bag remained intact though. The second bag, while unwrapping the teabag... the tag ripped the bag right open.<br /><br />The tea tasted fine, not very strong like most other oolong teas.  The quality of the tea bag is like some flimsy material.  Two out of two broke... I guess I need to be more careful with the others."
2187,B000QUZ9LO,A2F7NP03S5OYJW,"Jeff Gaipo ""Jeff""",0,0,5,1339459200,Good 'ol Dubble Bubble Taste! :-),"You just can't beat the taste of the original Dubble Bubble Gumballs! It really doesn't matter that the taste only last a minute or so, but that is why I bought the tub! The  tub by the way is very convenient  and was shipped to me in A+++ condition! If your longing for the classic taste go for it! You will not be dissappointed!"
2188,B000EPP56K,A2DYW9Y2D8E43L,"Kris Cayocca ""Cayotejr""",2,2,2,1169424000,Tasty but...,"Holy cow!  I have never seen this much grease in a boxed product like this!  Also, it has enough salt to kill an entire family of slugs!  Use it in your garden, don't eat it!"
2189,B000EPP56K,A1KYF8R4TEJ6QN,"Steven Chang ""products""",2,2,4,1168300800,Satay Noodles,"Using the entire sauce packet is over kill, leaving a salty greasy puddle at the bottom of the carton. Otherwise noodles are well made, and sauce is reasonably well flavored. Quick and easy, a no brainer."
2190,B000EPP56K,ASK53FE650NLF,WisteriaRose,2,2,1,1167868800,Too oily and lacks flavor,"I had high hopes for this product when I first opened the package because the noodles had a great texture and the sauce looked appealing.  The food was easy to prepare at my workplace.  However to me, the taste was very oily and flavorless.  I'm a big peanut satay fan and was expected more spice in the flavor."
2191,B000EPP56K,A37GT5BCO92X1X,"D. Book ""dbook""",1,1,4,1167350400,tatsy!,"This is pretty good stuff. You can't expect a whole lot from instant box-o-noodles, but this is the best out of all the other brands I've tried before. The noodles have good constancy and the peanut sauce is really tasty as well. I'm going to buy more."
